id,total_amount,amount_due,issue_date,due_date,paid_on_date,payer_id
21,149600,0,2021-11-02 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-22 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
22,149600,0,2021-11-02 00:00:00.000000 UTC,2022-02-15 00:00:00.000000 UTC,2022-02-22 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
23,1732217,0,2021-11-02 00:00:00.000000 UTC,2022-01-01 00:00:00.000000 UTC,2022-01-25 00:00:00.000000 UTC,uBoSyHLxAdZLG9lAy02n
24,42803,0,2021-11-02 00:00:00.000000 UTC,2021-11-02 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
25,36501,0,2021-11-02 00:00:00.000000 UTC,2021-11-02 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
26,24925,0,2021-11-02 00:00:00.000000 UTC,2021-11-02 00:00:00.000000 UTC,2021-11-26 00:00:00.000000 UTC,zWH50OhU94uh2aDFEO9K
27,24419,0,2021-11-02 00:00:00.000000 UTC,2021-11-02 00:00:00.000000 UTC,2021-11-26 00:00:00.000000 UTC,zWH50OhU94uh2aDFEO9K
28,1628423,0,2021-11-03 00:00:00.000000 UTC,2022-01-02 00:00:00.000000 UTC,2022-06-07 00:00:00.000000 UTC,Mt0RXWEqeFVu6enqWsaW
29,751647,0,2021-11-03 00:00:00.000000 UTC,2022-01-02 00:00:00.000000 UTC,2022-06-07 00:00:00.000000 UTC,Mt0RXWEqeFVu6enqWsaW
30,1574821,0,2021-11-03 00:00:00.000000 UTC,2022-01-02 00:00:00.000000 UTC,2022-05-31 00:00:00.000000 UTC,dVLAeX1yd1AkA82rcvCm
31,107406,0,2021-11-03 00:00:00.000000 UTC,2022-01-02 00:00:00.000000 UTC,2021-12-27 00:00:00.000000 UTC,tjFgcJam1OWEoFS8j0FH
32,1412952,0,2021-11-03 00:00:00.000000 UTC,2021-11-18 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,y5Jxhor8NKKsSCDJLk2j
33,1020418,0,2021-11-03 00:00:00.000000 UTC,2021-11-18 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,y5Jxhor8NKKsSCDJLk2j
34,35197,0,2021-11-03 00:00:00.000000 UTC,2021-11-03 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
35,36740,0,2021-11-03 00:00:00.000000 UTC,2021-11-03 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,TsjNWhxSymvH2h0Ii7aF
36,718588,0,2021-11-05 00:00:00.000000 UTC,2022-01-04 00:00:00.000000 UTC,2022-05-05 00:00:00.000000 UTC,dVLAeX1yd1AkA82rcvCm
37,178685,0,2021-11-08 00:00:00.000000 UTC,2021-12-23 00:00:00.000000 UTC,2022-07-27 00:00:00.000000 UTC,FunXVV0qAoHLXOHtfbiZ
38,346758,0,2021-11-08 00:00:00.000000 UTC,2021-12-23 00:00:00.000000 UTC,2022-01-07 00:00:00.000000 UTC,yRBJU6FTJpqeUK2Sn2cc
39,91800,108000,2021-11-08 00:00:00.000000 UTC,2022-01-07 00:00:00.000000 UTC,,aWswOgJZxKq3KTnhxx3F
40,398544,0,2021-11-08 00:00:00.000000 UTC,2021-12-23 00:00:00.000000 UTC,2022-03-09 00:00:00.000000 UTC,L7b4TgISV4T33pUWAYFi
41,149600,0,2021-11-08 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
42,149600,0,2021-11-08 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
43,149600,0,2021-11-08 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
44,149600,0,2021-11-08 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
45,1872296,0,2021-11-08 00:00:00.000000 UTC,2022-01-07 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,uBoSyHLxAdZLG9lAy02n
46,221322,0,2021-11-08 00:00:00.000000 UTC,2022-01-07 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,uBoSyHLxAdZLG9lAy02n
47,276427,0,2021-11-08 00:00:00.000000 UTC,2021-12-08 00:00:00.000000 UTC,2022-05-09 00:00:00.000000 UTC,Fc8CJmFyV1qtwOr6oukK
48,92225,0,2021-11-08 00:00:00.000000 UTC,2021-12-23 00:00:00.000000 UTC,2022-01-27 00:00:00.000000 UTC,HsAmSGbjCOM4MwOU0WwY
49,268685,0,2021-11-08 00:00:00.000000 UTC,2021-12-08 00:00:00.000000 UTC,2022-05-18 00:00:00.000000 UTC,0LeTGafQ6aAwsqsSk7JQ
50,165750,0,2021-11-08 00:00:00.000000 UTC,2021-11-23 00:00:00.000000 UTC,2021-11-25 00:00:00.000000 UTC,zwFmuj7p6kSPheLzMiSm
51,178735,0,2021-11-08 00:00:00.000000 UTC,2021-11-18 00:00:00.000000 UTC,2021-11-23 00:00:00.000000 UTC,RJ1Brep7NqLTOekFFjhv
52,98700,0,2021-11-08 00:00:00.000000 UTC,2021-12-08 00:00:00.000000 UTC,2022-01-19 00:00:00.000000 UTC,tH6pmGGxnBHHOsdVDFvR
53,10180,0,2021-11-08 00:00:00.000000 UTC,2021-12-08 00:00:00.000000 UTC,2022-03-16 00:00:00.000000 UTC,tH6pmGGxnBHHOsdVDFvR
54,99243,0,2021-11-08 00:00:00.000000 UTC,2022-02-06 00:00:00.000000 UTC,2022-02-11 00:00:00.000000 UTC,vkNEm6wTBFnPboH7K8Ec
55,163438,0,2021-11-08 00:00:00.000000 UTC,2021-12-08 00:00:00.000000 UTC,2022-02-13 00:00:00.000000 UTC,4BdbgDoApw1nD0kmtVkM
56,521107,613067,2021-11-08 00:00:00.000000 UTC,2021-11-23 00:00:00.000000 UTC,,SRyNwRSbaPRzxiSBF0nQ
57,120233,141450,2021-11-08 00:00:00.000000 UTC,2021-11-23 00:00:00.000000 UTC,,SRyNwRSbaPRzxiSBF0nQ
58,100912,118720,2021-11-08 00:00:00.000000 UTC,2021-11-23 00:00:00.000000 UTC,,SRyNwRSbaPRzxiSBF0nQ
59,332683,0,2021-11-08 00:00:00.000000 UTC,2022-01-07 00:00:00.000000 UTC,2022-03-03 00:00:00.000000 UTC,SxshkvCKYjqunlbVVWa3
60,119402,0,2021-11-08 00:00:00.000000 UTC,2021-12-23 00:00:00.000000 UTC,2022-01-24 00:00:00.000000 UTC,9MOgDPtLcmLnRyktaiEN
61,129842,0,2021-11-09 00:00:00.000000 UTC,2021-11-29 00:00:00.000000 UTC,2021-12-02 00:00:00.000000 UTC,XwZPMw2c4BrYHtq1OLno
62,117896,0,2021-11-09 00:00:00.000000 UTC,2022-02-07 00:00:00.000000 UTC,2022-05-28 00:00:00.000000 UTC,hEbdIDWrltJSwXzpsyaM
63,117896,0,2021-11-09 00:00:00.000000 UTC,2022-02-07 00:00:00.000000 UTC,2022-05-28 00:00:00.000000 UTC,hEbdIDWrltJSwXzpsyaM
64,1861667,0,2021-11-09 00:00:00.000000 UTC,2022-01-08 00:00:00.000000 UTC,2022-02-21 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
65,1861468,0,2021-11-09 00:00:00.000000 UTC,2022-01-08 00:00:00.000000 UTC,2022-01-31 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
66,107884,0,2021-11-09 00:00:00.000000 UTC,2021-12-04 00:00:00.000000 UTC,2021-12-03 00:00:00.000000 UTC,BmhtbVvMdINhmT5I05tJ
67,296341,0,2021-11-09 00:00:00.000000 UTC,2021-12-09 00:00:00.000000 UTC,2021-12-15 00:00:00.000000 UTC,i4w6v1Ft9HJTaSYFGADc
68,2043342,0,2021-11-10 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,2022-02-10 00:00:00.000000 UTC,tjFgcJam1OWEoFS8j0FH
69,2051067,0,2021-11-10 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,2022-02-10 00:00:00.000000 UTC,tjFgcJam1OWEoFS8j0FH
70,2043862,0,2021-11-10 00:00:00.000000 UTC,2021-12-10 00:00:00.000000 UTC,2021-12-27 00:00:00.000000 UTC,tjFgcJam1OWEoFS8j0FH
71,40213,47309,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
72,80425,94618,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
73,80425,94618,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
74,67021,78848,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
75,80425,94618,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
76,40213,47309,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
77,33510,39424,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
78,67021,78848,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
79,67021,78848,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
80,40213,47309,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
81,40213,47309,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
82,80425,94618,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
83,30160,35482,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
84,67021,78848,2021-11-10 00:00:00.000000 UTC,2021-12-25 00:00:00.000000 UTC,,6rdvAbZOn44Y76vIqPfd
85,129186,0,2021-11-10 00:00:00.000000 UTC,2021-11-30 00:00:00.000000 UTC,2021-12-02 00:00:00.000000 UTC,XwZPMw2c4BrYHtq1OLno
86,149600,0,2021-11-10 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
87,149600,0,2021-11-10 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
88,149600,0,2021-11-10 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
89,149600,0,2021-11-10 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
90,29084,34216,2021-11-10 00:00:00.000000 UTC,2021-11-17 00:00:00.000000 UTC,,C10LBuvfOEK3POvdTOTv
91,108003,0,2021-11-10 00:00:00.000000 UTC,2021-12-05 00:00:00.000000 UTC,2021-12-17 00:00:00.000000 UTC,BmhtbVvMdINhmT5I05tJ
92,804503,0,2021-11-11 00:00:00.000000 UTC,2021-12-11 00:00:00.000000 UTC,2022-11-03 00:00:00.000000 UTC,lbHQFdZcUoXpNQK9lcFy
93,1740469,0,2021-11-11 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,2022-07-28 00:00:00.000000 UTC,uBoSyHLxAdZLG9lAy02n
94,558148,0,2021-11-11 00:00:00.000000 UTC,2021-12-11 00:00:00.000000 UTC,2022-02-23 00:00:00.000000 UTC,0dzUpnvukCNsnGeo084T
95,899336,1058042,2021-11-11 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,,aWswOgJZxKq3KTnhxx3F
96,220167,0,2021-11-11 00:00:00.000000 UTC,2022-02-09 00:00:00.000000 UTC,2022-01-17 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
97,763354,0,2021-11-11 00:00:00.000000 UTC,2022-02-09 00:00:00.000000 UTC,2022-05-10 00:00:00.000000 UTC,6JiVpSAze286QFXb9RXK
98,149600,0,2021-11-11 00:00:00.000000 UTC,2022-02-24 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
99,149600,0,2021-11-11 00:00:00.000000 UTC,2022-02-24 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
100,149600,0,2021-11-11 00:00:00.000000 UTC,2022-02-24 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
101,145824,0,2021-11-11 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,2022-01-25 00:00:00.000000 UTC,uBoSyHLxAdZLG9lAy02n
102,247010,0,2021-11-11 00:00:00.000000 UTC,2021-12-11 00:00:00.000000 UTC,2022-05-18 00:00:00.000000 UTC,0LeTGafQ6aAwsqsSk7JQ
103,213940,0,2021-11-11 00:00:00.000000 UTC,2021-11-21 00:00:00.000000 UTC,2022-01-01 00:00:00.000000 UTC,RJ1Brep7NqLTOekFFjhv
104,302004,0,2021-11-11 00:00:00.000000 UTC,2021-12-11 00:00:00.000000 UTC,2022-01-28 00:00:00.000000 UTC,jSzBdtUGwhqJwu8XcE1y
105,467147,549585,2021-11-11 00:00:00.000000 UTC,2022-02-09 00:00:00.000000 UTC,,kuaqwc6pirqE3hBGJKVW
106,27656,0,2021-11-11 00:00:00.000000 UTC,2021-11-11 00:00:00.000000 UTC,2021-11-26 00:00:00.000000 UTC,zWH50OhU94uh2aDFEO9K
107,106809,0,2021-11-12 00:00:00.000000 UTC,2021-12-02 00:00:00.000000 UTC,2021-12-02 00:00:00.000000 UTC,XwZPMw2c4BrYHtq1OLno
108,109435,0,2021-11-12 00:00:00.000000 UTC,2021-12-02 00:00:00.000000 UTC,2021-12-22 00:00:00.000000 UTC,XwZPMw2c4BrYHtq1OLno
109,1580233,0,2021-11-12 00:00:00.000000 UTC,2021-12-27 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,cAZ1GfmspxNnk7myr0sJ
110,130540,0,2021-11-12 00:00:00.000000 UTC,2021-12-12 00:00:00.000000 UTC,2022-01-05 00:00:00.000000 UTC,832BDvicdphTfmE4o51P
111,10965,0,2021-11-12 00:00:00.000000 UTC,2021-12-12 00:00:00.000000 UTC,2022-01-05 00:00:00.000000 UTC,832BDvicdphTfmE4o51P
112,2022771,0,2021-11-12 00:00:00.000000 UTC,2021-12-12 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,4W53jwvQ5FSA7PsQmEif
113,111049,0,2021-11-12 00:00:00.000000 UTC,2021-12-12 00:00:00.000000 UTC,2022-03-21 00:00:00.000000 UTC,A2jBHzG5JOnG6koaUIVP
114,125549,0,2021-11-12 00:00:00.000000 UTC,2021-12-12 00:00:00.000000 UTC,2022-03-01 00:00:00.000000 UTC,4BdbgDoApw1nD0kmtVkM
115,1555854,0,2021-11-12 00:00:00.000000 UTC,2022-01-11 00:00:00.000000 UTC,2022-01-31 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
116,1307090,0,2021-11-12 00:00:00.000000 UTC,2021-12-12 00:00:00.000000 UTC,2022-01-03 00:00:00.000000 UTC,yXYkg0bLFYdoO4HwkwXQ
117,29166,0,2021-11-12 00:00:00.000000 UTC,2021-11-12 00:00:00.000000 UTC,2022-01-06 00:00:00.000000 UTC,zWH50OhU94uh2aDFEO9K
118,149600,0,2021-11-13 00:00:00.000000 UTC,2022-02-26 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
119,149600,0,2021-11-13 00:00:00.000000 UTC,2022-02-26 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
120,149600,0,2021-11-13 00:00:00.000000 UTC,2022-02-26 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
121,149600,0,2021-11-13 00:00:00.000000 UTC,2022-02-26 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
122,149600,0,2021-11-13 00:00:00.000000 UTC,2022-02-26 00:00:00.000000 UTC,2022-02-25 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
123,1182649,314503,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,,uBoSyHLxAdZLG9lAy02n
124,2171443,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-01-15 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
125,943463,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
126,1387889,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
127,1443184,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
128,1095802,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-03-14 00:00:00.000000 UTC,nELQW5vJOSBCgiwHissH
129,383519,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,pZ8qiLHkFLXnw6k7Z6ib
130,15980,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,pZ8qiLHkFLXnw6k7Z6ib
131,395759,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,pZ8qiLHkFLXnw6k7Z6ib
132,16490,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-02-10 00:00:00.000000 UTC,pZ8qiLHkFLXnw6k7Z6ib
133,14280,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-01-10 00:00:00.000000 UTC,pZ8qiLHkFLXnw6k7Z6ib
134,2061191,0,2021-11-13 00:00:00.000000 UTC,2022-01-12 00:00:00.000000 UTC,2022-02-14 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
135,149600,0,2021-11-14 00:00:00.000000 UTC,2022-02-27 00:00:00.000000 UTC,2022-04-12 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
136,1842353,0,2021-11-14 00:00:00.000000 UTC,2022-01-13 00:00:00.000000 UTC,2022-01-15 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
137,2115081,0,2021-11-14 00:00:00.000000 UTC,2022-01-13 00:00:00.000000 UTC,2022-01-31 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
138,111049,0,2021-11-14 00:00:00.000000 UTC,2021-12-14 00:00:00.000000 UTC,2022-03-21 00:00:00.000000 UTC,A2jBHzG5JOnG6koaUIVP
139,560954,813,2021-11-15 00:00:00.000000 UTC,2021-12-05 00:00:00.000000 UTC,,832BDvicdphTfmE4o51P
140,102411,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-04-02 00:00:00.000000 UTC,lhF03L7I5kMc7bxLih1A
141,17532,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-03-17 00:00:00.000000 UTC,1RJYjFZ4GwjUALEtG1Vu
142,226306,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-05-24 00:00:00.000000 UTC,J3MjbEghzfray4eHrnUw
143,23180,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-05-24 00:00:00.000000 UTC,J3MjbEghzfray4eHrnUw
144,150186,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-05-30 00:00:00.000000 UTC,lhF03L7I5kMc7bxLih1A
145,149600,0,2021-11-15 00:00:00.000000 UTC,2022-02-28 00:00:00.000000 UTC,2022-04-12 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
146,149600,0,2021-11-15 00:00:00.000000 UTC,2022-02-28 00:00:00.000000 UTC,2022-04-12 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
147,149600,0,2021-11-15 00:00:00.000000 UTC,2022-02-28 00:00:00.000000 UTC,2022-04-12 00:00:00.000000 UTC,bPBZIvFiIE1ZbZjvuYm7
148,2139027,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-15 00:00:00.000000 UTC,pKey9MQ59wyF6GhjWM5p
149,55188,0,2021-11-15 00:00:00.000000 UTC,2021-12-15 00:00:00.000000 UTC,2022-09-10 00:00:00.000000 UTC,tlwm7bf4wEwIQ7UvGax2
150,22645,0,2021-11-15 00:00:00.000000 UTC,2021-12-15 00:00:00.000000 UTC,2022-09-10 00:00:00.000000 UTC,tlwm7bf4wEwIQ7UvGax2
151,101792,361,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,,lhF03L7I5kMc7bxLih1A
152,518310,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,lt9VZR6Sa0kC2RZLHKyW
153,270309,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
154,192612,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
155,8955,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
156,454592,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
157,191763,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
158,142024,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
159,36360,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
160,1926528,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
161,8786,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
162,833836,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
163,171578,0,2021-11-15 00:00:00.000000 UTC,2022-01-14 00:00:00.000000 UTC,2022-01-18 00:00:00.000000 UTC,0ZSIej5ITw7z91r9uAfH
